GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0016778	0.0216771308271554	69.3620689655172	0.021832983841125	1	3	diphosphotransferase activity	ENSXMAG00000000597	tpk1
GO:0016801	0.0216771308271554	69.3620689655172	0.021832983841125	1	3	hydrolase activity, acting on ether bonds	ENSXMAG00000002884	lta4h
GO:0016803	0.0216771308271554	69.3620689655172	0.021832983841125	1	3	ether hydrolase activity	ENSXMAG00000002884	lta4h
GO:0016835	0.0324791632531003	7.59696538643907	0.283828789934624	2	39	carbon-oxygen lyase activity	ENSXMAG00000016194,ENSXMAG00000002232	ptgis,enosf1
GO:0016836	0.0237934210047122	9.07413695529145	0.240162822252374	2	33	hydro-lyase activity	ENSXMAG00000016194,ENSXMAG00000002232	ptgis,enosf1
GO:0016875	0.0237934210047122	9.07413695529145	0.240162822252374	2	33	ligase activity, forming carbon-oxygen bonds	ENSXMAG00000013523,ENSXMAG00000008742	vars2,AARS2
GO:0030975	0.00727766128037499	Inf	0.00727766128037498	1	1	thiamine binding	ENSXMAG00000000597	tpk1
GO:0031491	0.0145032494847246	138.741379310345	0.01455532256075	1	2	nucleosome binding	ENSXMAG00000009678	smarca5
GO:0032451	0.00385756614883247	25.6363636363636	0.0946095966448748	2	13	demethylase activity	ENSXMAG00000015514,ENSXMAG00000000363	alkbh5,kdm6bb
GO:0034618	0.0145032494847246	138.741379310345	0.01455532256075	1	2	arginine binding	ENSXMAG00000007655	slc38a9
GO:0034632	0.0287996689911727	46.235632183908	0.0291106451214999	1	4	retinol transmembrane transporter activity	ENSXMAG00000015883	stra6
GO:0035064	0.0145032494847246	138.741379310345	0.01455532256075	1	2	methylated histone binding	ENSXMAG00000000363	kdm6bb
GO:0035515	0.00727766128037499	Inf	0.00727766128037498	1	1	oxidative RNA demethylase activity	ENSXMAG00000015514	alkbh5
GO:0042802	0.0279988720678767	8.2703818369453	0.261995806093499	2	36	identical protein binding	ENSXMAG00000002019,ENSXMAG00000015883	bnip3la,stra6
GO:0042923	0.0216771308271554	69.3620689655172	0.021832983841125	1	3	neuropeptide binding	ENSXMAG00000009310	oprl1
GO:0045182	0.00595193338355737	8.92857142857143	0.371160725299124	3	51	translation regulator activity	ENSXMAG00000008569,ENSXMAG00000013534,ENSXMAG00000010247	eif3ha,eif4g2b,cpeb4a
GO:0050023	0.00727766128037499	Inf	0.00727766128037498	1	1	L-fuconate dehydratase activity	ENSXMAG00000002232	enosf1
GO:0050649	0.00727766128037499	Inf	0.00727766128037498	1	1	testosterone 6-beta-hydroxylase activity	ENSXMAG00000002103	cyp1d1
GO:0061459	0.0358712251468586	34.6724137931034	0.0363883064018749	1	5	L-arginine transmembrane transporter activity	ENSXMAG00000007655	slc38a9
GO:0061628	0.00727766128037499	Inf	0.00727766128037498	1	1	H3K27me3 modified histone binding	ENSXMAG00000000363	kdm6bb
GO:0070330	0.0145032494847246	138.741379310345	0.01455532256075	1	2	aromatase activity	ENSXMAG00000002103	cyp1d1
GO:0071558	0.00727766128037499	Inf	0.00727766128037498	1	1	histone H3-tri/di-methyl-lysine-27 demethylase activity	ENSXMAG00000000363	kdm6bb
GO:0090079	0.0372208316787021	7.02456140350877	0.305661773775749	2	42	translation regulator activity, nucleic acid binding	ENSXMAG00000008569,ENSXMAG00000013534	eif3ha,eif4g2b
GO:0097159	0.00555844267204771	2.02788761706556	18.2523744911805	28	2508	organic cyclic compound binding	ENSXMAG00000001595,ENSXMAG00000002248,ENSXMAG00000004017,ENSXMAG00000005732,ENSXMAG00000008569,ENSXMAG00000009333,ENSXMAG00000009678,ENSXMAG00000011378,ENSXMAG00000011901,ENSXMAG00000012446,ENSXMAG00000013523,ENSXMAG00000018642,ENSXMAG00000019287,ENSXMAG00000002103,ENSXMAG00000004561,ENSXMAG00000004577,ENSXMAG00000010002,ENSXMAG00000011792,ENSXMAG00000013534,ENSXMAG00000016194,ENSXMAG00000019117,ENSXMAG00000020128,ENSXMAG00000000597,ENSXMAG00000008059,ENSXMAG00000008189,ENSXMAG00000010247,ENSXMAG00000002218,ENSXMAG00000008742	bsx,BHLHE40,fosab,noto,eif3ha,hnrnpc,smarca5,kif1b,hdx,camk2d2,vars2,ptbp2b,zgc:153031,cyp1d1,phc2a,pim3,GTPBP1,ubald1b,eif4g2b,ptgis,PRKD3,sox2,tpk1,rbm4.2,TEAD3,cpeb4a,atf1,AARS2
GO:0098960	0.0174330879915045	10.8259109311741	0.2037745158505	2	28	postsynaptic neurotransmitter receptor activity	ENSXMAG00000000032,ENSXMAG00000008934	CHRNA3,drd2a
GO:0106256	0.00727766128037499	Inf	0.00727766128037498	1	1	hydroperoxy icosatetraenoate dehydratase activity	ENSXMAG00000016194	ptgis
GO:0140034	0.0145032494847246	138.741379310345	0.01455532256075	1	2	methylation-dependent protein binding	ENSXMAG00000000363	kdm6bb
GO:1901363	0.00516290067709509	2.04213938411669	18.165042555816	28	2496	heterocyclic compound binding	ENSXMAG00000001595,ENSXMAG00000002248,ENSXMAG00000004017,ENSXMAG00000005732,ENSXMAG00000008569,ENSXMAG00000009333,ENSXMAG00000009678,ENSXMAG00000011378,ENSXMAG00000011901,ENSXMAG00000012446,ENSXMAG00000013523,ENSXMAG00000018642,ENSXMAG00000019287,ENSXMAG00000002103,ENSXMAG00000004561,ENSXMAG00000004577,ENSXMAG00000010002,ENSXMAG00000011792,ENSXMAG00000013534,ENSXMAG00000016194,ENSXMAG00000019117,ENSXMAG00000020128,ENSXMAG00000000597,ENSXMAG00000008059,ENSXMAG00000008189,ENSXMAG00000010247,ENSXMAG00000002218,ENSXMAG00000008742	bsx,BHLHE40,fosab,noto,eif3ha,hnrnpc,smarca5,kif1b,hdx,camk2d2,vars2,ptbp2b,zgc:153031,cyp1d1,phc2a,pim3,GTPBP1,ubald1b,eif4g2b,ptgis,PRKD3,sox2,tpk1,rbm4.2,TEAD3,cpeb4a,atf1,AARS2
GO:1901618	0.0428921579679317	27.7344827586207	0.0436659676822499	1	6	organic hydroxy compound transmembrane transporter activity	ENSXMAG00000015883	stra6
